question,answer,label
"Name_b0d499 in thread ""main"" java.lang.Name_1941c5
	at headfirst.factory.factory.カレーチェーン店.createCurryInCookroom2(カレーチェーン店.java:65)
	at headfirst.factory.factory.カレーチェーン店.createCurryInCookroom(カレーチェーン店.java:41)
	at headfirst.factory.factory.ゴーゴーカレー.createCurry(ゴーゴーカレー.java:11)
	at headfirst.factory.factory.カレーチェーン店.orderCurry(カレーチェーン店.java:26)
	at headfirst.factory.factory.Name_fe0a0e.main(Name_aa8746.java:12)

課題5です
何でこんなエラーが出るかわかりません
聞いたところでもう間に合わないんですけどねもう嫌い","nullpointerexceptionが出てるので，指定されたクラスを正しく作れていないのだと考えられます．[Name_edf5bd]クラスはすべてつっくてるのですが

*public* カレー createCurryInCookroom2(String item, カレー店厨房 ingredientFactory) {
		カレー *curry*;
		type2ClassTable = getType2ClassTable(); // null を適切な値にする

		Class&lt;?&gt;[] *types* = { カレー店厨房.*class* };
		Name_678d0a&lt;? *extends* カレー&gt; *constructor*;
		Class&lt;? *extends* カレー&gt; *curryClass* = type2ClassTable.get(item); // null を適切な値にする
		*try* {
			// CurryStoreCookroom型の引数を一つ持つコンストラクタの取得
			constructor = curryClass.getConstructor(types);
		} *catch* (Name_af316e *e*) {
			*throw* *new* Name_15452a(e);
		} *catch* (Name_7f28f2 *e*) {
			*throw* *new* Name_15452a(e);
		}
		// コンストラクタの実引数の生成
		// 引数の数は１つ
		Name_497031[] *args* = *new* Name_497031[1];
		args[0] = ingredientFactory;
		*try* {
			// コンストラクタ呼び出しによるインスタンスの取得
			curry = constructor.newInstance(args);
		} *catch* (Name_19bd87 *e*) {
			*throw* *new* Name_15452a(e);
		} *catch* (Name_6338fa *e*) {
			*throw* *new* Name_15452a(e);
		} *catch* (Name_4299e0 *e*) {
			*throw* *new* Name_15452a(e);
		} *catch* (Name_1eab01 *e*) {
			*throw* *new* Name_15452a(e);
		}

		*return* curry; // null を適切な値にする
	}
}[Name_edf5bd][対応終了]以降のスレッドは転送されません。[Name_edf5bd][対応再開] :対応済2: が取り消されたので、スレッドの転送を再開します。[Name_edf5bd][対応終了]以降のスレッドは転送されません。[Name_edf5bd][対応再開] :対応済2: が取り消されたので、スレッドの転送を再開します。[Name_edf5bd]getType2ClassTable()と言うゲッターを作っている可能性があります",0
"時間外に申し訳ありません。
課題4-3についての質問です。
先ほどの4限の時間中に確認できなかったため先ほど課題4-3の結果を確認したのですが、Name_91f3a2 too many が出てしまっています。前回の授業時に同じようなエラーが起きて、次回以降のFiles too many に関してはこちらで対応するとの言質をいただいたのですが対応されていなかったので送らせていただきました。4-3の
点数はどうなりますか？","すみません、「次回以降のFiles too many に関してはこちらで対応する」というのはどこでどのような形で受けた回答でしょうか?  ZoomやQA Botでしょうか? 何らかの対応すると言った気もしますが、若干記憶が曖昧なので、まずはその点を確認させてください[Name_edf5bd]これのことでしょうか? 「Name_0b2791 too manyというエラーが出る人は、もう一度試してみてください。採点プログラムの基準を緩めました」[Name_edf5bd]Macのファイルダー上で直接ファイルを操作しましたか? .DS_Storeファイルが書くフォルダに生成されてしまっています。

今回は「採点プログラムの基準を緩めました」とアナウンスしたのでそのままで構いません。採点基準をさらに緩めたので、OKが出るはずです。

ちなみに今後Files too many が出たら放置しないでください。[Name_edf5bd]分かりました。時間外の対応ありがとうございます[Name_edf5bd]いえいえ",0
今日の復習テストの回答の受付が終了しましたと、回答が開もしないのですがどうしたらいいのでしょうか,前回までの小テストでしょうか?  期限が来ているので回答できなくなっています。次回から時間内に受けてください,0
例えば第5回の課題で4限までに問題4まで完璧にできていたら点数はもらえますか？それとも問題の5までを来週までにできていないと点数はもらえないのですか？,"第5回の概要を見ると
```問題1-4までは必須問題なので実習時間内の4限終了までに提出すること。
問題1-4までは3限開始時に公開される。問題5は4限開始時に公開される。
得点は問題1-4で各1%．問題5は任意問題で実習時間内に実施すれば1%加点する。
問題1-4までを4限終了までに提出できなければ0%となる。
ただし、次回実習の前日の16:30までに問題1-5まで全て提出すれば、
実習中に解いた問題の得点を加点する。```
なので、問題4まで出来ていれば、問題4までの各1%×4問で4%の得点になります。
問題4までの必須問題を時間内に出来なかった人は次回前日までに頑張れという救済措置です。[Name_edf5bd][対応終了]以降のスレッドは転送されません。[Name_edf5bd][対応再開] :対応済2: が取り消されたので、スレッドの転送を再開します。",0
midrep1で、動作確認用クラスは、(1)、(2)実装後もTestFigure3D.javaを使うのですか？,"Classroomに下記の通り示しています。すみませんが13:15以降にもう一度質問してください。

(0) 中間課題に関する質問は、本日3限目以降から受け付けます。
*** 本日2限目と昼休みに、中間課題に関する質問をQA Botに投稿しないでください ***[Name_edf5bd]わかりました。申し訳ないです。[Name_edf5bd]いえいえ、よろしくお願いします[Name_edf5bd][対応終了]以降のスレッドは転送されません。[Name_edf5bd]<@Name_0e269e> こちら、対応いただけないでしょうか[Name_edf5bd][対応再開] :対応済2: が取り消されたので、スレッドの転送を再開します。[Name_edf5bd]出題に「ただし(1)(2)のいずれの段階でも、動作確認用クラスTestFigure3Dの実行結果が元と変わらないこと。このクラスは変更されていてはならない。」とあることから判断して下さい。[Name_edf5bd]わかりました。全てそのJavaでテストします。
ありがとうございました。",0
jarファイルを提出しようとしたところ、「ファイルをアップロードできません」と表示されます。これはこちらでjarファイルを作成するときに何かしらミスをしているということでしょうか？,申し訳ないです、対応しました,0
今回の中間課題はjarファイルとpdfレポート両方の期限が11月6日ということで大丈夫ですか？,はい、それで大丈夫です[Name_edf5bd]わかりました。ありがとうございます[Name_edf5bd]いえいえ,0
"ホームページからjarファイルを提出できないのですが，どうすればいいですか?また，今回のレポートは課題6-1,6-2について書けばいいのでしょうか?",すみません、先ほど対応しました。06-1か06-2で提出してみてください[Name_edf5bd]レポートについては、(1)(2)どちらかだけを書けという指示がないこと、提出するものが1つだけであることから判断して下さい。[Name_edf5bd]それは，1つのレポート内にそれぞれの課題で用いたパターンについて書くという認識でいいでしょうか?[Name_edf5bd]今日の「問題」を見ると「１出題」と一問しか出題されていません。従って(パターンが多数有っても)提出するレポートは一つです。そのレポートの中の構成は二部構成(つまり実質的に二つのレポート、通常は最後に二つのレポートを統合する考察がある)にするのか、二つのパターンについて同時に記述する一部構成にするのかは、作文力の問題です。どちらの構成でも判りにくければ点数は低いでしょう。どちらの構成の方が判りやすいかを考えてください。[Name_edf5bd]わかりました。ありがとうございます。,0
提出物06_1が提出できません。提出ボタンを押すと、画面に提出できませんと表示されます。,アンダースコア(06_1)ではありません。06-1です[Name_edf5bd]アップロードするページへアクセスし直したらできました。[Name_edf5bd]了解しました,0
"Name_c2afd7-2.pdfに関する質問なのですが, Rectangleクラスのフィールドにはheightとdepthが利用されているにも関わらず, コンストラクタの引数にはdepthとwidthが使われています. これはdepthとwidthに統一した方がいいですか?","そうです。
ちなみにdepthとwidthの順番については、先ほどアナウンスがあったように、元のepsでは逆になっています。新しいものではwidthが先なので、注意して下さい。",0
UMLのFigure3D-2.epsで、Rectangleクラスのフィールドはheightとdepthになっているのですが、widthとdepthではないのでしょうか？,その通りです。修正します。[Name_edf5bd]ありがとうございます。よろしくお願いします。,0
"本日の課題2は,新しくパッケージを用意するのではなく
課題1をjarファイルにした後課題1でも使ったクラスの修正と新しくクラスを追加するという風に取り組めば良いのですか?","そのようにして下さい。[Name_edf5bd]承知しました。
ありがとうございました。",0
UMLのFigure3D-1.pdfのPrism、PyarmidクラスではgetBottomArea()が書いていないんですが、親クラスのFigure3DでgetBottomArea()をabstractしてるので書かないとエラーが出てしまいます,抽象メソッドを実装しなければいけないのは、具象クラスだけですよ。[Name_edf5bd]Name_6e0d8d、Pyarmidクラスをabstractするのを忘れてました。ありがとうございます,0
"ホームページに新しいUMLのジップファイルをupしたと書いていますが,　修正されたものに差し替えられていないと思うのですが,
確認していただけますか?",すみません、アップロード場所を間違えていました。差し替えました,0
RectangularPrismにPrismを継承させるにはどうしたらいいですか？,それはダウンロードした時点でPrismを継承(extends)となっていませんか？,0
Name_c2afd7-2.epsのRectangleのフィールドの訂正前に06-2を提出してしまったのですが、間違いを直して再提出したほうがいいですか？,再提出をお願いします,0
レポートの内容は、課題(2)が終わった時点のソースコードで作成すればいいのでしょうか。それとも(1)時点のものも入れなければいけないのでしょうか,特に決まりがあるわけではなくて、「問題」の題意を満たすレポートを提出する事が要求されています。(１)では「底面積を求めるメソッドはgetBottomArea という名前(引数なし) とせよ。なお、この結果としてTemplate Name_4c3880 パターンの適用」という要求なので、(２)の最後まで回答したソースで（１）の要求を満たしたと確認できるレポートが書けるのなら、最後まで解いたソースで良いですし、それが難しければ(１)を解いた時点でのソースで一旦レポートを書く必要があります。これはレポートの構成を考えるという、出題意図そのものですからご自分で判断してください。[Name_edf5bd]わかりました。ありがとうございます,0
"UMLに関する質問です。
配布されたUML1,2に関して、Name_cd2c8b、RectangularPyramidなどのクラスのコンストラクタに関して + や ~などのアクセス修飾詞がかかれていないのですが、ここのアクセス修飾詞は自分で考えるのでしょうか？",これは作成者が付け忘れたのですが、ここはあえて、自分で判断して下さいということにしておきます。[Name_edf5bd]承知しました。,0
クラス図が変更される前のフィールド変数名でRectangleを作成し、提出してしまったのですが書き換えて提出し直した方が良いですか？？,再提出をお願いします,0
課題を間違えていたものを提出してしまったのですが修正版を再度提出すれば更新されますか?,はい、提出期限までに再提出すれば上書きされます。[Name_edf5bd]ありがとうございます。,0
"学籍番号1910370192　渡村です。
slackでの「RectangularPyramidなどのクラスのコンストラクタのアクセス修飾子」について質問があります。
自分で判断してアクセス修飾子をつけるとありますが、適当でないアクセス修飾子を用いた場合減点になりますか？
slackで連絡が来た時点で、すでに課題1の提出が完了し課題2の途中でした。
減点対象でないのであればそのまま課題2に取り組みますが、減点対象になるのであればプログラムを作成し直さなければならないと思い質問しました。
お手数かけますが返信の方よろしくお願いします。",アクセス修飾子の修正にはそれほど時間がかからないと思うので、点数に関わらず修正をお願いします。[Name_edf5bd]1週間経過しているので、スレッドを終了しますね。,0
"レポートに関してなのですが、レポートは問題(1)(2)に分けてそれぞれに対して、オブジェクト指向プログラミングの諸原則がどのように適用、得失があるかをまとめるのでしょうか。
あるいは(2)後の全体について適用と得失があるかまとめるのでしょうか。",今日の「問題」を見ると「１出題」と一問しか出題されていません。従って(パターンが多数有っても)提出するレポートは一つです。そのレポートの中の構成は二部構成(つまり実質的に二つのレポート、通常は最後に二つのレポートを統合する全体に関する考察がある)にするのか、二つのパターンについて同時に記述する一部構成にするのかは、作文力の問題です。どちらの構成でも判りにくければ点数は低いでしょう。どちらの構成の方が判りやすいか(書きやすいか)を考えてください。[Name_edf5bd]承知しました。,0
"配布されたUML-1のPrismにはフィールドがありませんが，この状態で実装できるのでしょうか．
もしくは，このUMLは大枠でありこの通りに作るというわけではないということなのでしょうか．",UMLの通り、Prismはフィールドを持ちません。Prismクラスは子クラスだと思うので、親クラスからフィールドを継承します。[Name_edf5bd]あ，親クラス見逃してました，すみません[Name_edf5bd]腑に落ちました，ありがとうございました．[Name_edf5bd]:ok_hand:,0
問題1と問題2のjarファイルを提出するとき、演習番号はそれぞれ「06-1」と「06-2」でいいですか？,"はい、そうです。Classroomの説明ではわかりにくかったですか?[Name_edf5bd]わかりました。
classroomではなく、HPの問題文しか見ていなかったです。
ありがとうございました。[Name_edf5bd]あ、なるほど、了解です!",0
"課題３でAvatarGenerator extends CharacterGeneratorとするとこのような文が出ます。なぜこれが起こるのでしょうか？

このクラスは、継承された抽象メソッド Name_7d61bf.createCharacter(Name_a1fa27) を実装する必要がありますが、Name_7b4da0 からは可視でないためオーバーライドできません。型を abstract にするか、継承メソッドを可視化する必要があります


課題２なのですがJUnitではOKが出ているのにwebテストが通りません。これはどう対処すれば良いですか？","CharacterGeneratorのcreateCharacterの修飾子はどうなっていますか？[Name_edf5bd]何もつけてませんでした。publicに変更するとうまく行きました。

教科書もそうなっているのですが、これはどう行った意図があるのでしょうか？[Name_edf5bd]すみません。そうなっているとはアクセス修飾子がないという意味です[Name_edf5bd]下位クラスでメソッドをオーバーライドする時は可視性をあげることができません。
つまり、上位がprotected（今回は何もなしなのでpackage privateですね）なのに、より広く見えるpublicにすることはできない、と言う規則です。[Name_edf5bd]ちなみに、教科書のソースは古いので配布されているサンプルソースを見るように指示されているはずです。[Name_edf5bd]ご回答ありがとうございます。
すみません、失念していました。以後気をつけます。

課題２についてはどうでしょうか？
JUnitは正常に動いていますが、webではうまく行きません。私のコードに問題があるのでしょうか？[Name_edf5bd]jarファイルに不足がなければwebテスト側の問題で、貴方に罪はありません。
テスト条件を変更していますので、もう一度行うとうまくいくかもしれません。[Name_edf5bd]うまくいくようになりました。
ご対応ありがとうございました",0
"CharacterGeneratorクラスの抽象メソッドの（）内にエラーが出るのですが、型がそもそも間違ってますか
protected abstract Name_76a40e orderCharacter(Name_a1fa27 type);",上位がprotectedなのに、下位でpublicにするとかはしていませんか。[Name_edf5bd]public にしてました。,0
かだい２で、二つのクラスにエラーは出てないんですけど、出力結果がexam2しか表示されません,"つまり、Name_850ae3　がCharacterGenerator　から継承している createCharacter が何もしていないことになりますよね。[Name_edf5bd]CharacterGeneratorクラスでのcreateCharacterメソッドの呼び出し方がおかしいってことですかね。[Name_edf5bd]呼んだつもりものがちゃんと呼ばれているかのチェックをすると良いかと思います。[Name_edf5bd]character = createCharacter(　);
このかっこの中身ってどうすればいいですか。
String型のtypeを入れてもエラーが出るのはわかっているのですが、他に方法が思いつかないです。",0
exam2のCharacterGeneraterについて、orderCharacterメソッドの戻り値を格納する先が無いにもかかわらずCharacter型のオブジェクトを戻す必要があるのはなぜでしょうか,"Character型のオブジェクトを戻す必要があるのは、今回はたまたまCharacterは作って終わりですが、作ったCharacterに後から何かさせていことが出るかもしれないからです。[Name_edf5bd]ちょっと補足しますと
Factoryパターンとは本来「工場が製品を作る」というパターンです
製品を作ったら使うのが普通ですので、製品を返さねばなりません
今回はFactoryパターンの実習なので製品を作るところまでに焦点を当てている
ため、orderCharacterを呼ぶところまでになっていますが、本来は
それが返したものを後で使う過程があるはずなのです[Name_edf5bd]長らくお返事ないようなのでとりあえずここまでにします",0
enumのTypeもクラス図に書きますか？,書いてください。[Name_edf5bd]わかりました,0
AvaterGeneratorクラスをCharacterGeneratorクラスのサブクラスにしたら，「抽象クラスを実装する必要があるがAvaterGeneratorからは可視化でない」というエラーメッセージが出ます．どうしたら良いですか？,CharacterGeneratorとAvaterGeneratorでアクセス修飾子が違ってたりしません？[Name_edf5bd]抽象メソッドにアクセス修飾子をつけるのを忘れていました．ありがとうございます．,0
"問題3のAvatarGeneratorクラス関して質問があります。
最初にlesson04.exam2.factory.CharacterGeneratorをインポートしファクトリメソッドを作成していたのですが、AvaterGeneratorからは可視でないためオーバーライドできないと表示されています。
CharacterGeneratorのcreateCharacterメソッドのアクセス修飾子を変更してもいいのでしょうか？",CharacterGeneratorのcreateCharacterのアクセス修飾子は変更してかまいません。[Name_edf5bd]わかりました。ありがとうございます,0
"Junitテストで表示内容が実行例と同じ時でもエラーが出るのは、メソッドの実装で間違えているからでしょうか。
エラーメッセージが長くて送信することができなかったため、抽象的な質問になってしまいました、すみません。","Zoomの画面共有で確認します。
<https://example.com/sample7
にアクセスして、エラーメッセージを共有してください。[Name_edf5bd]Eclipseのテストのタブでダブルクリックしてどこが違うか表示する方法を伝えました。",0
"課題４−４の説明３についてです．
a,bが何のことが理解できません．
説明２と同じようなことですか．","はいそうです。IconだけではなくAvatorも課題２と同様対応してくださいと言うことです。[Name_edf5bd]IconGeneratorが何をしたらいいのか分かりません[Name_edf5bd]type2ClassTable　は　TypeとClassの対応表です。
それを返すメソッドを持っているクラスがありますよね。[Name_edf5bd]Type2IconClassのゲッターですか？[Name_edf5bd]あたり[Name_edf5bd]*public* *class* Name_850ae3 *extends* Name_7d61bf {

	*public* Name_850ae3() {

		type2ClassTable = Name_14afff.*getType2ClassTable*();
		// 各種類とそれを作るクラスのペアを登録したテーブルを得ます。 null の所を書き換える。
	}

}
これで説明３はOK何でしょうか？[Name_edf5bd]AvatarGeneratorも同じようにして実行した結果作れないと結果出たので違うと考えてます[Name_edf5bd]CharacterGeneratorのcreateCharacterでインスタンスを作るクラスを表から得よ。
ここが追加する場所は理解できるのですが，インスタンスを加えるのかわからないです[Name_edf5bd]すいません
解決しました",0
問題4の提出物の中にexam3/character/Avatarがありませんが、いらないのでしょうか？,"加えてください。
今、アナウンスもしました。[Name_edf5bd]わかりました。",0
課題4−2〜4−3についてですがJunitのテストで通ったので提出して見ましたが、採点結果では失敗と出ます。ファイルにIcon.javaが入っていることも確認しましたが原因がわかりません。,"Avatarも加えてください。[Name_edf5bd]失敗と出ます。[Name_edf5bd]含まれているものに不足がなければwebテスト側の問題です。[Name_edf5bd]java.lang.Name_657b3c: ’lesson04.exam1.character.Name_76a40e
と一番上にあるのでこれが原因ですか？[Name_edf5bd]これっぽいですね。
lesson04.exam1.character.Name_76a40e
が入っていないのかな？[Name_edf5bd]担当が変わりました(角田になりました)、少々お待ち下さい[Name_edf5bd]今一度、ファイルを作り直して、確認しましたがやはりダメです。[Name_edf5bd]一部の学生さんに同様の現象が出ています。ちょっとエラーの根が深いかもしれません。とりあえずエラーのままでOKです。[Name_edf5bd]承知しました。",0
課題２においてIconGeneratorの戻り値の型がCharacterとIconのどちらでもJUnitと採点両方OKになりますが、どちらの型が正しいのですか,"JUnitが甘いですね。
Characterが正しいです。[Name_edf5bd]了解です。ありがとうございます",0
"課題3のAvatarGeneratorの継承の部分にエラーが出ます。
どうすれば治りますか？",メッセージでメソッドの可視性に関する説明をしましたが、読みましたか？[Name_edf5bd]すいません見ていませんでした,0
"課題3でCharacterGeneratorを継承したAvatarGeneratorを使うと,
CharacterGeneratorのorderCharacterメソッド内でIconGenerator ig = new Name_850ae3();しているため実行結果があいません","lesson04.exam2.factory.CharacterGeneratorのorderCharacterメソッド内でIconGenerator()を呼んでいるのですか？
抽象メソッド *public* *abstract* Name_76a40e createCharacter が継承されたGeneratorでそれぞれ違うから、出来上がる製品が違うので、CharacterGeneratorでIconGenerator()を直接呼び出すとおかしな事になりますよ。[Name_edf5bd]CharacterGeneratorとIconGeneratorともにコンストラクタは入りますか？[Name_edf5bd]二番の話ですね[Name_edf5bd]lesson04.exam2.factory.CharacterGeneratorのorderCharacterメソッド内でIconGenerator()を宣言して呼んでます[Name_edf5bd]web採点はokです[Name_edf5bd]「コンストラクタは入りますか？」とはコンストラクタが必要かという意味ですか？[Name_edf5bd]はい[Name_edf5bd]特に初期化しないといけないものはないので、コンストラクタが必要ではないですね。[Name_edf5bd]lesson04.exam2.factory.CharacterGeneratorのorderCharacterメソッド内でIconGenerator()を呼ぶと、CharacterGeneratorがIcon専用になってしまいます。[Name_edf5bd]「web採点はok」なのは、想定外の間違いなのでチェックしていないのでしょう。[Name_edf5bd]はい、チェックしていませんでした。[Name_edf5bd]Name_7d61bf の 抽象メソッドが createCharacter します。[Name_edf5bd]継承した子クラスで、必要に応じて色々な createCharacter をします。[Name_edf5bd]例えば、IconとかAvatarとかをcreateします。[Name_edf5bd]CharacterGeneratorのorderCharacterメソッド内でIconGenerator()を呼んではいけません。[Name_edf5bd]クラス関係を考えないと、Junitが緑になるように作るとおかしなクラス構成になります。二番はOKにできたけど、三番で辻褄が合わなくなっています。[Name_edf5bd]そもそも、二番から作り直しという事で一旦終了して良いですか？他の人の質問もあるでしょうから…[Name_edf5bd]ここまでの話は納得できましたか？[Name_edf5bd]納得できました[Name_edf5bd]では、スレッドを閉じますね。頑張ってね。",0
実行結果が同じなのですが採点結果でfailureがでます,"4-2と4-3でしょうか? チャネルでアナウンスしましたが、とりあえず放置でお願いします[Name_edf5bd]課題3です[Name_edf5bd]頭と体が反映されていないようなのですがどこが悪いでしょうか？[Name_edf5bd]ローカルのJUnit 通りましたか?[Name_edf5bd]AvatorBearたちは何を継承していますか？[Name_edf5bd]Avatarです[Name_edf5bd]4つめの出力結果がおかしいです
種類:ネコ 名称:ネコのアバター]にID:4をセットしました[Name_edf5bd]アバター] ではなくアイコンのはずです[Name_edf5bd]ローカルでテストが通っていないと思いますが。[Name_edf5bd]アバターに変えても変わらないです[Name_edf5bd]とりあえず、出力結果を貼ってくださいな。[Name_edf5bd]exam3
クマの頭のパーツを準備する
クマの目のパーツを準備する
クマの口のパーツを準備する
頭のパーツを決める
目のパーツを決める
口のパーツを決める
プレビュー表示する
「クマです」音声合成アドオンを付ける
種類:クマ 名称:クマのアイコンにID:1をセットしました

リスの頭のパーツを準備する
リスの目のパーツを準備する
リスの口のパーツを準備する
頭のパーツを決める
目のパーツを決める
口のパーツを決める
プレビュー表示する
「リスです」音声合成アドオンを付ける
種類:リス 名称:リスのアイコンにID:2をセットしました

ウサギの頭のパーツを準備する
ウサギの目のパーツを準備する
ウサギの口のパーツを準備する
頭のパーツを決める
目のパーツを決める
口のパーツを決める
プレビュー表示する
「ウサギです」音声合成アドオンを付ける
種類:ウサギ 名称:ウサギのアイコンにID:3をセットしました

ネコの頭のパーツを準備する
ネコの目のパーツを準備する
ネコの口のパーツを準備する
頭のパーツを決める
目のパーツを決める
口のパーツを決める
プレビュー表示する
「ネコです」音声合成アドオンを付ける
種類:ネコ 名称:ネコのアイコンにID:4をセットしました

クマの頭のパーツを準備する
クマの目のパーツを準備する
クマの口のパーツを準備する
頭のパーツを決める
目のパーツを決める
口のパーツを決める
プレビュー表示する
「クマです」音声合成アドオンを付ける
種類:クマ 名称:クマのアイコンにID:1をセットしました

クマの頭のパーツを準備する
クマの目のパーツを準備する
クマの口のパーツを準備する
頭のパーツを決める
目のパーツを決める
口のパーツを決める
プレビュー表示する
「クマです」音声合成アドオンを付ける
種類:クマ 名称:クマのアイコンにID:1をセットしました

リスの頭のパーツを準備する
リスの目のパーツを準備する
リスの口のパーツを準備する
頭のパーツを決める
目のパーツを決める
口のパーツを決める
プレビュー表示する
「リスです」音声合成アドオンを付ける
種類:リス 名称:リスのアイコンにID:2をセットしました

リスの頭のパーツを準備する
リスの目のパーツを準備する
リスの口のパーツを準備する
頭のパーツを決める
目のパーツを決める
口のパーツを決める
プレビュー表示する
「リスです」音声合成アドオンを付ける
種類:リス 名称:リスのアイコンにID:2をセットしました

ウサギの頭のパーツを準備する
ウサギの目のパーツを準備する
ウサギの口のパーツを準備する
頭のパーツを決める
目のパーツを決める
口のパーツを決める
プレビュー表示する
「ウサギです」音声合成アドオンを付ける
種類:ウサギ 名称:ウサギのアイコンにID:3をセットしました

ウサギの頭のパーツを準備する
ウサギの目のパーツを準備する
ウサギの口のパーツを準備する
頭のパーツを決める
目のパーツを決める
口のパーツを決める
プレビュー表示する
「ウサギです」音声合成アドオンを付ける
種類:ウサギ 名称:ウサギのアイコンにID:3をセットしました

ネコの頭のパーツを準備する
ネコの目のパーツを準備する
ネコの口のパーツを準備する
頭のパーツを決める
目のパーツを決める
口のパーツを決める
プレビュー表示する
「ネコです」音声合成アドオンを付ける
種類:ネコ 名称:ネコのアイコンにID:4をセットしました

ネコの頭のパーツを準備する
ネコの目のパーツを準備する
ネコの口のパーツを準備する
頭のパーツを決める
目のパーツを決める
口のパーツを決める
プレビュー表示する
「ネコです」音声合成アドオンを付ける
種類:ネコ 名称:ネコのアイコンにID:4をセットしました[Name_edf5bd]Avatarのprepareで“頭と体“にしていますか？[Name_edf5bd]しています[Name_edf5bd]AvatarGeneratorでAvatarを作っていますか？
結果から見ると、Iconを二つ作っているように見えます。[Name_edf5bd]Name_7d61bf　の　createCharacter　が怪しそうですね。[Name_edf5bd]Character型の抽象メソッドになっていますか？[Name_edf5bd]character = *new* Name_cf97d8();
if文の中のこの部分を変えてなかっただけでした。
すいませんでした",0
"課題4のCharacterGeneratorクラスの質問です。
Class&lt;? extends Name_76a40e&gt; characterClass =nullのnullを書き換える問題で参考にできそうなものは何かないですか？","Class&lt;? extends Name_76a40e&gt; characterClass
とありますから、型はClassですよね。
Classと言う型を使っているところを探しましょう。[Name_edf5bd]わかりました。一回探します。",0
提出するUMLに関する質問なのですが、CharacterGeneratorとCharacterは今回移譲の関係にありますか？CharacterGeneratorのフィールドにはCharacterはありませんが、orderCharacterメソッドの時にはCharacterが出てきているのですがこれは移譲の関係と言えるのでしょうか？,"移譲にはなりませんね。[Name_edf5bd]CharaterGeneratorが何かの仕事をCharacterに任せているのでない限り、委譲ではないです[Name_edf5bd]orderCharacterメソッドでcharacter.prepare()などのcharacterのメソッドを用いてるのですがこれは仕事に入らないのですか？[Name_edf5bd]仕事を任せる対象を持っている場合が委譲ですね。[Name_edf5bd]つまり参照型変数をフィールドに持っている時が移譲ということですか？[Name_edf5bd]そうですね
自分の一部として持っている何かではなく自分が作り出した何かのメソッドを呼ぶのは委譲ではないと考えて下さい[Name_edf5bd]承知しました。教えていただきありがとうございます。",0
